sr no,city,zip code,No Bathroom,No bedroom,price  per squrefoot,area_name
1063,Vadodara,390021,2.0,4,3203,Gotri
1064,Vadodara,390022,3.0,4,2633,Harni
1065,Vadodara,390007,3.0,4,2707,Vasna
1066,Vadodara,390002,4.0,3,2799,Fatehgunj
1067,Vadodara,390011,1.0,4,2693,Manjalpur
1068,Vadodara,390021,2.0,1,2814,Gotri
1069,Vadodara,390011,4.0,3,2908,Manjalpur
1070,Vadodara,390018,4.0,4,2911,Karelibaug
1071,Vadodara,390022,1.0,4,2406,Amit Nagar
1072,Vadodara,390007,1.0,1,2863,Alkapuri
1073,Vadodara,390011,2.0,4,2907,Manjalpur
1074,Vadodara,390007,3.0,2,2365,Vasna
1075,Vadodara,390022,2.0,4,2790,Harni
1076,Vadodara,390010,2.0,2,2096,Makarpura
1077,Vadodara,390021,2.0,2,2700,Gotri
1078,Vadodara,390002,2.0,2,2501,Nizampura
1079,Vadodara,390022,2.0,3,3055,New VIP Road
1080,Vadodara,390002,1.0,3,2707,Fatehgunj
1081,Vadodara,390007,1.0,2,2419,Diwalipura
1082,Vadodara,390019,3.0,3,2479,Waghodia Road
1083,Vadodara,390009,2.0,3,2291,Tarsali
1084,Vadodara,390018,4.0,4,3067,Karelibaug
1085,Vadodara,390022,3.0,4,3174,New VIP Road
1086,Vadodara,390002,4.0,4,3069,Fatehgunj
1087,Vadodara,390009,4.0,4,2723,Tarsali
1088,Vadodara,390022,4.0,4,3251,New VIP Road
1089,Vadodara,390022,1.0,4,2387,Amit Nagar
1090,Vadodara,390010,1.0,4,2292,Makarpura
1091,Vadodara,390022,3.0,3,3004,New VIP Road
1092,Vadodara,390020,4.0,4,3127,Akota
1093,Vadodara,390009,1.0,4,2425,Tarsali
1094,Vadodara,390011,1.0,1,2425,Manjalpur
1095,Vadodara,390010,1.0,4,2376,Makarpura
1096,Vadodara,390019,2.0,1,2153,Waghodia Road
1097,Vadodara,390008,3.0,3,2967,Sama
1098,Vadodara,390002,4.0,3,2670,Nizampura
1099,Vadodara,390002,3.0,4,3022,Fatehgunj
1100,Vadodara,390019,3.0,3,2541,Waghodia Road
1101,Vadodara,390009,2.0,3,2410,Tarsali
1102,Vadodara,390007,3.0,3,2499,Diwalipura
1103,Vadodara,390007,2.0,3,2858,Diwalipura
1104,Vadodara,390007,1.0,3,3067,Alkapuri
1105,Vadodara,390021,3.0,3,3160,Gotri
1106,Vadodara,390007,1.0,4,2616,Diwalipura
1107,Vadodara,390021,3.0,3,3115,Gotri
1108,Vadodara,390022,1.0,3,2385,Harni
1109,Vadodara,390007,4.0,1,3034,Alkapuri
1110,Vadodara,390008,3.0,4,3262,Sama
1111,Vadodara,390022,3.0,3,2993,New VIP Road
1112,Vadodara,390020,4.0,4,3150,Akota
1113,Vadodara,390009,3.0,4,2618,Tarsali
1114,Vadodara,390022,4.0,4,3275,New VIP Road
1115,Vadodara,390002,3.0,4,2904,Nizampura
1116,Vadodara,390002,1.0,3,2663,Fatehgunj
1117,Vadodara,390002,4.0,3,3116,Fatehgunj
1118,Vadodara,391410,4.0,4,2525,Bhayli
1119,Vadodara,390002,1.0,4,2728,Nizampura
1120,Vadodara,390009,4.0,1,2335,Tarsali
1121,Vadodara,390022,3.0,4,2689,Amit Nagar
1122,Vadodara,390002,1.0,4,2817,Nizampura
1123,Vadodara,390007,2.0,4,3357,Alkapuri
1124,Vadodara,390009,4.0,2,2267,Tarsali
1125,Vadodara,390008,4.0,4,3327,Sama
1126,Vadodara,390002,2.0,4,2697,Nizampura
1127,Vadodara,390002,2.0,3,2747,Fatehgunj
1128,Vadodara,390007,4.0,4,3412,Alkapuri
1129,Vadodara,390002,2.0,4,2794,Nizampura
1130,Vadodara,390007,1.0,3,3110,Alkapuri
1131,Vadodara,390022,3.0,4,2819,Harni
1132,Vadodara,390018,4.0,3,2788,Karelibaug
1133,Vadodara,390021,2.0,4,3245,Gotri
1134,Vadodara,390019,1.0,4,2501,Waghodia Road
1135,Vadodara,390007,4.0,2,2698,Diwalipura
1136,Vadodara,390007,3.0,4,2977,Diwalipura
1137,Vadodara,390007,2.0,4,2907,Diwalipura
1138,Vadodara,390007,3.0,3,2650,Diwalipura
1139,Vadodara,390002,3.0,3,2814,Nizampura
1140,Vadodara,390002,2.0,4,2913,Fatehgunj
1141,Vadodara,390018,2.0,2,2413,Karelibaug
1142,Vadodara,390021,3.0,4,3314,Gotri
1143,Vadodara,390010,3.0,4,2476,Makarpura
1144,Vadodara,390007,2.0,3,3181,Alkapuri
1145,Vadodara,390002,3.0,2,2664,Fatehgunj
1146,Vadodara,390002,1.0,3,2581,Nizampura
1147,Vadodara,390018,1.0,2,2251,Karelibaug
1148,Vadodara,390002,1.0,3,2450,Nizampura
1149,Vadodara,390010,1.0,1,2064,Makarpura
1150,Vadodara,390020,1.0,4,2784,Akota
1151,Vadodara,390020,2.0,1,2471,Akota
1152,Vadodara,390018,1.0,3,2286,Karelibaug
1153,Vadodara,390002,1.0,1,2312,Fatehgunj
1154,Vadodara,390022,1.0,4,2841,New VIP Road
1155,Vadodara,391410,4.0,2,2418,Bhayli
1156,Vadodara,390021,1.0,4,3101,Gotri
1157,Vadodara,390019,2.0,1,2098,Waghodia Road
1158,Vadodara,390022,4.0,3,2753,Amit Nagar
1159,Vadodara,390002,3.0,4,3028,Fatehgunj
1160,Vadodara,390018,2.0,3,2541,Karelibaug
1161,Vadodara,390018,3.0,3,2435,Karelibaug
1162,Vadodara,390002,3.0,3,3016,Fatehgunj
1163,Vadodara,390022,2.0,4,2575,Harni
1164,Vadodara,390022,1.0,3,2132,Amit Nagar
1165,Vadodara,390002,3.0,2,2722,Nizampura
1166,Vadodara,390011,3.0,4,3210,Manjalpur
1167,Vadodara,390022,4.0,4,3005,Harni
1168,Vadodara,390011,3.0,4,3041,Manjalpur
1169,Vadodara,390007,3.0,4,2794,Vasna
1170,Vadodara,390022,3.0,3,2737,Harni
1171,Vadodara,390020,3.0,3,2978,Akota
1172,Vadodara,390007,1.0,3,3105,Alkapuri
1173,Vadodara,390018,4.0,4,2889,Karelibaug
1174,Vadodara,390011,3.0,4,2984,Manjalpur
1175,Vadodara,390007,4.0,4,2762,Vasna
1176,Vadodara,390021,3.0,4,3165,Gotri
1177,Vadodara,390008,2.0,3,2718,Sama
1178,Vadodara,390007,4.0,4,2971,Diwalipura
1179,Vadodara,390021,2.0,4,3011,Gotri
1180,Vadodara,390011,2.0,3,2671,Manjalpur
1181,Vadodara,390007,1.0,2,2466,Diwalipura
1182,Vadodara,390022,3.0,2,3005,New VIP Road
1183,Vadodara,391410,4.0,4,2613,Bhayli
1184,Vadodara,390008,2.0,4,2859,Sama
1185,Vadodara,390002,2.0,3,2581,Nizampura
1186,Vadodara,390009,2.0,2,2275,Tarsali
1187,Vadodara,390007,2.0,3,3082,Alkapuri
1188,Vadodara,390007,4.0,4,2810,Vasna
1189,Vadodara,390018,1.0,4,2660,Karelibaug
1190,Vadodara,390020,4.0,3,2913,Akota
1191,Vadodara,390007,2.0,4,3309,Alkapuri
1192,Vadodara,390007,2.0,3,2550,Diwalipura
1193,Vadodara,390010,4.0,2,2266,Makarpura
1194,Vadodara,390021,1.0,4,3039,Gotri
1195,Vadodara,390007,4.0,1,2297,Vasna
1196,Vadodara,390010,4.0,4,2620,Makarpura
1197,Vadodara,390007,2.0,4,2798,Diwalipura
1198,Vadodara,390022,2.0,2,2490,Harni
1199,Vadodara,390009,1.0,2,2120,Tarsali
1200,Vadodara,390002,1.0,4,2833,Nizampura
1201,Vadodara,390019,4.0,4,2741,Waghodia Road
1202,Vadodara,390009,1.0,4,2321,Tarsali
1203,Vadodara,390002,4.0,2,2731,Nizampura
1204,Vadodara,390022,4.0,4,2929,Harni
1205,Vadodara,391410,4.0,4,2534,Bhayli
1206,Vadodara,390022,4.0,4,3234,New VIP Road
1207,Vadodara,390002,3.0,4,2877,Fatehgunj
1208,Vadodara,390018,4.0,4,2820,Karelibaug
1209,Vadodara,390002,2.0,4,2674,Nizampura
1210,Vadodara,390002,2.0,4,3007,Fatehgunj
1211,Vadodara,390020,4.0,2,2758,Akota
1212,Vadodara,390019,3.0,4,2578,Waghodia Road
1213,Vadodara,390022,2.0,3,2855,New VIP Road
1214,Vadodara,390020,3.0,4,3121,Akota
1215,Vadodara,390010,4.0,3,2423,Makarpura
1216,Vadodara,390022,4.0,4,2792,Amit Nagar
1217,Vadodara,390008,2.0,4,2939,Sama
1218,Vadodara,390010,1.0,3,2205,Makarpura
1219,Vadodara,390011,1.0,4,2735,Manjalpur
1220,Vadodara,391410,1.0,4,2453,Bhayli
1221,Vadodara,390020,1.0,1,2363,Akota
1222,Vadodara,391410,4.0,2,2298,Bhayli
1223,Vadodara,390021,1.0,4,3067,Gotri
1224,Vadodara,390022,3.0,2,2567,Harni
1225,Vadodara,390020,2.0,3,2803,Akota
1226,Vadodara,390007,3.0,3,3248,Alkapuri
1227,Vadodara,390002,4.0,3,2904,Fatehgunj
1228,Vadodara,390011,3.0,4,2977,Manjalpur
1229,Vadodara,390019,1.0,4,2547,Waghodia Road
1230,Vadodara,390002,3.0,2,2829,Nizampura
1231,Vadodara,390007,3.0,3,2560,Vasna
1232,Vadodara,390021,2.0,3,2847,Gotri
1233,Vadodara,390008,1.0,3,2772,Sama
1234,Vadodara,390022,1.0,4,2642,Amit Nagar
1235,Vadodara,390022,2.0,1,2588,New VIP Road
1236,Vadodara,390018,2.0,3,2718,Karelibaug
1237,Vadodara,390007,1.0,4,2861,Diwalipura
1238,Vadodara,390008,4.0,2,2870,Sama
1239,Vadodara,390010,4.0,4,2631,Makarpura
1240,Vadodara,390002,2.0,4,2947,Nizampura
1241,Vadodara,390011,4.0,4,3046,Manjalpur
1242,Vadodara,390009,4.0,4,2612,Tarsali
1243,Vadodara,390007,4.0,4,2928,Diwalipura
1244,Vadodara,390007,3.0,4,3299,Alkapuri
1245,Vadodara,390002,2.0,3,2612,Nizampura
1246,Vadodara,390008,3.0,3,2850,Sama
1247,Vadodara,390002,2.0,3,2673,Nizampura
1248,Vadodara,390020,2.0,2,2621,Akota
1249,Vadodara,390002,2.0,4,2871,Fatehgunj
1250,Vadodara,390008,1.0,3,2640,Sama
1251,Vadodara,390011,3.0,1,2630,Manjalpur
1252,Vadodara,390007,2.0,4,3375,Alkapuri
1253,Vadodara,390007,4.0,4,2651,Vasna
1254,Vadodara,390009,4.0,4,2664,Tarsali
1255,Vadodara,390018,3.0,4,2900,Karelibaug
1256,Vadodara,390007,2.0,3,2561,Diwalipura
1257,Vadodara,390002,3.0,4,3041,Nizampura
1258,Vadodara,390002,4.0,4,3068,Fatehgunj
1259,Vadodara,390022,2.0,4,2437,Amit Nagar
1260,Vadodara,390002,2.0,2,2535,Nizampura
1261,Vadodara,390008,2.0,2,2790,Sama
1262,Vadodara,390022,3.0,2,2887,New VIP Road
1263,Vadodara,390007,1.0,4,2758,Diwalipura
1264,Vadodara,390008,4.0,3,2967,Sama
1265,Vadodara,390020,1.0,4,2875,Akota
1266,Vadodara,390007,3.0,1,2873,Alkapuri
1267,Vadodara,390022,3.0,4,2580,Amit Nagar
1268,Vadodara,390007,2.0,3,3089,Alkapuri
1269,Vadodara,390007,4.0,3,2634,Vasna
1270,Vadodara,390007,1.0,4,2821,Diwalipura
1271,Vadodara,390022,4.0,3,3198,New VIP Road
1272,Vadodara,390002,1.0,4,2815,Fatehgunj
1273,Vadodara,390022,4.0,1,2742,New VIP Road
1274,Vadodara,390022,4.0,4,3202,New VIP Road
1275,Vadodara,391410,1.0,4,2369,Bhayli
1276,Vadodara,390018,2.0,1,2323,Karelibaug
1277,Vadodara,390018,2.0,4,2909,Karelibaug
1278,Vadodara,390021,1.0,4,3045,Gotri
1279,Vadodara,390022,4.0,2,2437,Amit Nagar
1280,Vadodara,390002,4.0,4,3002,Fatehgunj
1281,Vadodara,390021,4.0,4,3292,Gotri
1282,Vadodara,390022,1.0,4,2596,Harni
1283,Vadodara,391410,2.0,3,2284,Bhayli
1284,Vadodara,390007,1.0,3,2516,Vasna
1285,Vadodara,390021,3.0,4,3119,Gotri
1286,Vadodara,390007,2.0,4,2680,Diwalipura
1287,Vadodara,390007,2.0,4,2485,Vasna
1288,Vadodara,390019,2.0,2,2336,Waghodia Road
1289,Vadodara,390009,1.0,4,2261,Tarsali
1290,Vadodara,390009,3.0,2,2086,Tarsali
1291,Vadodara,390007,2.0,4,3335,Alkapuri
1292,Vadodara,390007,3.0,4,3614,Alkapuri
1293,Vadodara,390021,1.0,3,2879,Gotri
1294,Vadodara,390009,3.0,4,2615,Tarsali
1295,Vadodara,390007,2.0,3,2677,Diwalipura
1296,Vadodara,390019,2.0,4,2541,Waghodia Road
1297,Vadodara,390009,3.0,3,2493,Tarsali
1298,Vadodara,390020,3.0,4,3014,Akota
1299,Vadodara,390022,1.0,3,2504,Harni
1300,Vadodara,390010,4.0,4,2609,Makarpura
1301,Vadodara,390018,4.0,4,2820,Karelibaug
1302,Vadodara,390022,2.0,4,3139,New VIP Road
1303,Vadodara,390007,1.0,3,2564,Diwalipura
1304,Vadodara,390020,1.0,2,2532,Akota
1305,Vadodara,390009,1.0,3,2278,Tarsali
1306,Vadodara,390009,1.0,2,2019,Tarsali
1307,Vadodara,390010,4.0,3,2453,Makarpura
1308,Vadodara,390010,2.0,4,2399,Makarpura
1309,Vadodara,390018,2.0,2,2538,Karelibaug
1310,Vadodara,390020,4.0,3,3043,Akota
1311,Vadodara,390007,4.0,4,2978,Diwalipura
1312,Vadodara,390007,1.0,4,2784,Diwalipura
1313,Vadodara,390022,2.0,2,2915,New VIP Road
1314,Vadodara,390008,4.0,2,2970,Sama
1315,Vadodara,390009,3.0,4,2541,Tarsali
1316,Vadodara,390010,3.0,3,2242,Makarpura
1317,Vadodara,390009,3.0,4,2444,Tarsali
1318,Vadodara,391410,1.0,4,2233,Bhayli
1319,Vadodara,390007,4.0,2,3165,Alkapuri
1320,Vadodara,390019,3.0,4,2623,Waghodia Road
1321,Vadodara,390022,3.0,3,3015,New VIP Road
1322,Vadodara,390021,2.0,3,3018,Gotri
1323,Vadodara,390010,4.0,2,2314,Makarpura
1324,Vadodara,390009,1.0,4,2404,Tarsali
1325,Vadodara,390002,4.0,3,2906,Fatehgunj
1326,Vadodara,390007,1.0,4,3032,Alkapuri
1327,Vadodara,390007,3.0,1,2415,Diwalipura
1328,Vadodara,390022,1.0,3,2817,New VIP Road
1329,Vadodara,390007,3.0,4,2631,Vasna
1330,Vadodara,390010,2.0,4,2454,Makarpura
1331,Vadodara,390022,2.0,3,2508,Amit Nagar
1332,Vadodara,390009,4.0,4,2740,Tarsali
1333,Vadodara,390009,4.0,4,2611,Tarsali
1334,Vadodara,390022,3.0,4,3274,New VIP Road
1335,Vadodara,390022,3.0,4,3153,New VIP Road
1336,Vadodara,390007,3.0,4,2710,Vasna
1337,Vadodara,390018,1.0,4,2555,Karelibaug
1338,Vadodara,390018,4.0,4,2853,Karelibaug
1339,Vadodara,390020,4.0,4,3095,Akota
1340,Vadodara,390008,3.0,4,3105,Sama
1341,Vadodara,390002,1.0,4,2724,Nizampura
1342,Vadodara,390007,4.0,4,3480,Alkapuri
1343,Vadodara,390010,2.0,4,2439,Makarpura
1344,Vadodara,390007,2.0,4,3407,Alkapuri
1345,Vadodara,390007,3.0,4,2975,Diwalipura
1346,Vadodara,390007,3.0,4,3256,Alkapuri
1347,Vadodara,390002,1.0,4,2530,Fatehgunj
1348,Vadodara,390008,2.0,3,2954,Sama
1349,Vadodara,390020,4.0,2,2747,Akota
1350,Vadodara,390022,3.0,4,2770,Harni
1351,Vadodara,390021,1.0,4,2905,Gotri
1352,Vadodara,390007,4.0,4,3318,Alkapuri
1353,Vadodara,390007,2.0,4,2849,Diwalipura
1354,Vadodara,390021,1.0,4,3078,Gotri
1355,Vadodara,390018,4.0,1,2438,Karelibaug
1356,Vadodara,390020,4.0,4,2897,Akota
1357,Vadodara,390008,3.0,4,3041,Sama
1358,Vadodara,390021,2.0,3,3005,Gotri
1359,Vadodara,390007,1.0,2,2317,Diwalipura
1360,Vadodara,390020,1.0,1,2487,Akota
1361,Vadodara,390008,3.0,4,3089,Sama
1362,Vadodara,390007,4.0,3,3402,Alkapuri
1363,Vadodara,390021,2.0,4,3111,Gotri
1364,Vadodara,390022,2.0,3,2832,New VIP Road
1365,Vadodara,390007,4.0,3,2958,Diwalipura
1366,Vadodara,390002,4.0,4,2966,Nizampura
1367,Vadodara,390022,2.0,4,3048,New VIP Road
1368,Vadodara,390018,1.0,4,2526,Karelibaug
1369,Vadodara,390011,3.0,4,2950,Manjalpur
1370,Vadodara,390018,3.0,3,2580,Karelibaug
1371,Vadodara,390020,1.0,3,2714,Akota
1372,Vadodara,390007,3.0,1,2504,Vasna
1373,Vadodara,391410,1.0,4,2137,Bhayli
1374,Vadodara,390007,1.0,1,2675,Alkapuri
1375,Vadodara,390019,3.0,2,2512,Waghodia Road
1376,Vadodara,391410,4.0,4,2511,Bhayli
1377,Vadodara,390022,1.0,4,2350,Amit Nagar
1378,Vadodara,390021,3.0,2,3024,Gotri
1379,Vadodara,390021,4.0,3,3095,Gotri
1380,Vadodara,390007,3.0,4,3054,Diwalipura
1381,Vadodara,390020,3.0,4,3101,Akota
1382,Vadodara,390002,3.0,4,2896,Fatehgunj
1383,Vadodara,390022,1.0,3,3024,New VIP Road
1384,Vadodara,390022,3.0,1,2695,New VIP Road
1385,Vadodara,390010,1.0,3,2247,Makarpura
1386,Vadodara,390007,1.0,4,3237,Alkapuri
1387,Vadodara,390021,1.0,3,2997,Gotri
1388,Vadodara,390008,3.0,4,3231,Sama
1389,Vadodara,390021,1.0,4,3013,Gotri
1390,Vadodara,390007,2.0,1,2192,Vasna
1391,Vadodara,390007,3.0,3,2651,Vasna
1392,Vadodara,390007,1.0,3,2369,Vasna
1393,Vadodara,390009,1.0,4,2541,Tarsali
1394,Vadodara,390010,4.0,4,2592,Makarpura
1395,Vadodara,390002,1.0,4,2677,Nizampura
1396,Vadodara,390018,2.0,1,2327,Karelibaug
1397,Vadodara,390022,3.0,3,2339,Amit Nagar
1398,Vadodara,390009,1.0,4,2273,Tarsali
1399,Vadodara,390020,3.0,3,3018,Akota
1400,Vadodara,390009,2.0,3,2261,Tarsali
1401,Vadodara,390022,4.0,2,2326,Amit Nagar
1402,Vadodara,390022,2.0,4,2548,Amit Nagar
1403,Vadodara,390020,1.0,4,2967,Akota
1404,Vadodara,390019,1.0,3,2395,Waghodia Road
1405,Vadodara,391410,3.0,2,2270,Bhayli
1406,Vadodara,390018,1.0,4,2542,Karelibaug
1407,Vadodara,390009,1.0,2,1972,Tarsali
1408,Vadodara,390009,1.0,3,2365,Tarsali
1409,Vadodara,390020,2.0,3,2791,Akota
1410,Vadodara,390008,3.0,4,3067,Sama
1411,Vadodara,390022,3.0,3,3130,New VIP Road
1412,Vadodara,390022,1.0,4,3010,New VIP Road
1413,Vadodara,390002,2.0,3,2711,Nizampura
1414,Vadodara,390007,2.0,3,2715,Vasna
1415,Vadodara,391410,2.0,4,2292,Bhayli
1416,Vadodara,390021,3.0,2,3014,Gotri
1417,Vadodara,390022,4.0,3,2755,Harni
1418,Vadodara,390010,2.0,4,2424,Makarpura
1419,Vadodara,390019,4.0,3,2738,Waghodia Road
1420,Vadodara,390018,3.0,4,2836,Karelibaug
1421,Vadodara,390002,4.0,3,2948,Fatehgunj
1422,Vadodara,390022,1.0,4,3057,New VIP Road
1423,Vadodara,390002,3.0,2,2647,Fatehgunj
1424,Vadodara,390020,3.0,4,2964,Akota
1425,Vadodara,390007,1.0,4,2616,Diwalipura
1426,Vadodara,390007,3.0,4,2563,Vasna
1427,Vadodara,390022,2.0,4,2885,Harni
1428,Vadodara,390009,3.0,2,2181,Tarsali
1429,Vadodara,390022,2.0,3,2900,New VIP Road
1430,Vadodara,390021,2.0,4,3075,Gotri
1431,Vadodara,390002,3.0,2,2658,Nizampura
1432,Vadodara,390007,4.0,4,3053,Diwalipura
1433,Vadodara,390022,3.0,4,2667,Amit Nagar
1434,Vadodara,390009,3.0,3,2358,Tarsali
1435,Vadodara,390018,3.0,3,2645,Karelibaug
1436,Vadodara,390011,3.0,4,3015,Manjalpur
1437,Vadodara,390002,3.0,4,2868,Nizampura
1438,Vadodara,390010,4.0,4,2725,Makarpura
1439,Vadodara,390008,4.0,4,3224,Sama
1440,Vadodara,390022,2.0,4,3116,New VIP Road
1441,Vadodara,390018,4.0,3,2810,Karelibaug
1442,Vadodara,390022,4.0,4,2786,Amit Nagar
1443,Vadodara,390008,4.0,4,3196,Sama
1444,Vadodara,390007,2.0,4,2683,Diwalipura
1445,Vadodara,390018,1.0,4,2646,Karelibaug
1446,Vadodara,390022,2.0,4,2441,Amit Nagar
1447,Vadodara,390011,4.0,2,2772,Manjalpur
1448,Vadodara,390007,1.0,4,3263,Alkapuri
1449,Vadodara,390002,2.0,4,2961,Fatehgunj
1450,Vadodara,390007,1.0,3,3082,Alkapuri
1451,Vadodara,390021,2.0,1,2738,Gotri
1452,Vadodara,390021,3.0,2,3083,Gotri
1453,Vadodara,390010,4.0,4,2602,Makarpura
1454,Vadodara,390020,4.0,4,3364,Akota
1455,Vadodara,390019,1.0,4,2511,Waghodia Road
1456,Vadodara,390021,3.0,4,3032,Gotri
1457,Vadodara,390019,2.0,3,2488,Waghodia Road
1458,Vadodara,390009,1.0,4,2394,Tarsali
1459,Vadodara,390011,4.0,3,3066,Manjalpur
1460,Vadodara,390007,2.0,4,2861,Diwalipura
1461,Vadodara,390011,3.0,3,2848,Manjalpur
1462,Vadodara,390022,1.0,3,2370,Harni
1463,Vadodara,391410,2.0,2,2071,Bhayli
1464,Vadodara,390021,2.0,2,2763,Gotri
1465,Vadodara,390022,2.0,3,2868,New VIP Road
1466,Vadodara,390002,2.0,4,2853,Nizampura
1467,Vadodara,390002,2.0,3,2870,Fatehgunj
1468,Vadodara,390020,3.0,4,3076,Akota
1469,Vadodara,390022,4.0,3,2442,Amit Nagar
1470,Vadodara,390020,3.0,4,3080,Akota
1471,Vadodara,390002,2.0,3,2828,Fatehgunj
1472,Vadodara,390010,4.0,3,2395,Makarpura
1473,Vadodara,390022,2.0,4,2488,Amit Nagar
1474,Vadodara,390002,4.0,4,2981,Nizampura
1475,Vadodara,390009,2.0,4,2379,Tarsali
1476,Vadodara,390007,2.0,3,2728,Diwalipura
1477,Vadodara,390002,3.0,4,2929,Fatehgunj
1478,Vadodara,390019,4.0,4,2768,Waghodia Road
1479,Vadodara,390011,3.0,4,2910,Manjalpur
1480,Vadodara,390022,1.0,3,2791,New VIP Road
1481,Vadodara,390022,3.0,2,2395,Amit Nagar
1482,Vadodara,390021,2.0,3,2936,Gotri
1483,Vadodara,390020,4.0,3,3155,Akota
1484,Vadodara,390002,3.0,4,2854,Nizampura
1485,Vadodara,390011,3.0,3,2880,Manjalpur
1486,Vadodara,390018,3.0,3,2744,Karelibaug
1487,Vadodara,390022,3.0,4,2462,Amit Nagar
1488,Vadodara,390002,4.0,4,2822,Nizampura
1489,Vadodara,390007,2.0,4,2513,Vasna
1490,Vadodara,390007,1.0,4,2824,Diwalipura
1491,Vadodara,390022,2.0,3,2870,New VIP Road
1492,Vadodara,390018,4.0,4,3110,Karelibaug
1493,Vadodara,390007,3.0,4,2839,Diwalipura
1494,Vadodara,390022,3.0,3,3027,New VIP Road
1495,Vadodara,390022,4.0,3,3239,New VIP Road
1496,Vadodara,390022,4.0,4,3411,New VIP Road
1497,Vadodara,390011,2.0,4,3086,Manjalpur
1498,Vadodara,390008,2.0,3,2979,Sama
1499,Vadodara,390019,3.0,3,2602,Waghodia Road
1500,Vadodara,390010,4.0,3,2503,Makarpura
